date,value,up&down,10,20,30,60
2019-05-06,0.9283,-7.69,,,,
2019-05-07,0.9523,2.59,,,,
2019-05-08,0.9525,0.02,,,,
2019-05-09,0.9182,-3.6,,,,
2019-05-10,0.9663,5.24,,,,
2019-05-13,0.9739,0.79,,,,
2019-05-14,0.9643,-0.99,,,,
2019-05-15,1.019,5.67,,,,
2019-05-16,1.033,1.37,,,,
2019-05-17,1.0027,-2.93,0.97105,,,
2019-05-20,0.9783,-2.43,0.97605,,,
2019-05-21,0.9896,1.16,0.97978,,,
2019-05-22,0.9797,-1.0,0.9825,,,
2019-05-23,0.9462,-3.42,0.9853,,,
2019-05-24,0.9584,1.29,0.98451,,,
2019-05-27,0.9647,0.66,0.98359,,,
2019-05-28,0.9723,0.79,0.98439,,,
2019-05-29,0.9769,0.47,0.98018,,,
2019-05-30,0.9709,-0.61,0.97397,,,
2019-05-31,0.9582,-1.31,0.96952,0.970285,,
2019-06-03,0.9502,-0.83,0.96671,0.97138,,
2019-06-04,0.926,-2.55,0.96035,0.970065,,
2019-06-05,0.9256,-0.04,0.95494,0.96872,,
2019-06-06,0.9148,-1.17,0.9518,0.96855,,
2019-06-10,0.932,1.88,0.94916,0.966835,,
2019-06-11,0.9804,5.19,0.95073,0.96716,,
2019-06-12,0.9696,-1.1,0.95046,0.967425,,
2019-06-13,0.9658,-0.39,0.94935,0.964765,,
2019-06-14,0.955,-1.12,0.94776,0.960865,,
2019-06-17,0.9487,-0.66,0.94681,0.958165,0.96246,
2019-06-18,0.9489,0.02,0.94668,0.956695,0.9631466666666668,
2019-06-19,0.9634,1.53,0.95042,0.955385,0.9635166666666668,
2019-06-20,1.005,4.32,0.95836,0.95665,0.9652666666666666,
2019-06-21,1.0125,0.75,0.96813,0.959965,0.96841,
2019-06-24,1.0298,1.71,0.97791,0.963535,0.9705266666666666,
2019-06-25,1.0295,-0.03,0.98282,0.966775,0.97238,
2019-06-26,1.0263,-0.31,0.98849,0.969475,0.9744466666666668,
2019-06-27,1.062,3.48,0.99811,0.97373,0.97588,
2019-06-28,1.0655,0.33,1.00916,0.97846,0.9769633333333334,
2019-07-01,1.1139,4.54,1.02568,0.986245,0.98067,
2019-07-02,1.1206,0.6,1.04285,0.994765,0.9854133333333334,
2019-07-03,1.0985,-1.97,1.0563600000000002,1.00339,0.9890433333333332,
2019-07-04,1.0775,-1.91,1.06361,1.010985,0.9923033333333332,
2019-07-05,1.1052,2.57,1.07288,1.020505,0.9976033333333334,
2019-07-08,1.0854,-1.79,1.0784399999999998,1.0281749999999998,1.0018366666666667,
2019-07-09,1.0928,0.68,1.08477,1.033795,1.0061066666666667,
2019-07-10,1.0956,0.26,1.0917,1.040095,1.0102166666666668,
2019-07-11,1.0838,-1.08,1.09388,1.045995,1.01378,
2019-07-12,1.0978,1.29,1.09711,1.053135,1.01801,
2019-07-15,1.0884,-0.86,1.09456,1.06012,1.02235,
2019-07-16,1.0768,-1.07,1.09018,1.066515,1.02657,
2019-07-17,1.0712,-0.52,1.08745,1.071905,1.03141,
2019-07-18,1.0561,-1.41,1.0853100000000002,1.07446,1.03576,
2019-07-19,1.0639,0.74,1.0811800000000005,1.0770300000000002,1.0407300000000002,
2019-07-22,1.0639,0.0,1.0790300000000002,1.078735,1.0451266666666668,
2019-07-23,1.046,-1.68,1.07435,1.07956,1.047313333333333,
2019-07-24,1.0463,0.03,1.06942,1.08056,1.04987,
2019-07-25,1.0566,0.98,1.0667,1.08029,1.0528966666666666,
2019-07-26,1.0568,0.02,1.0626,1.079855,1.05629,
2019-07-29,1.0668,0.95,1.06044,1.0775,1.0602266666666669,1.0113433333333333
2019-07-30,1.0621,-0.44,1.05897,1.0745749999999998,1.0639999999999998,1.0135733333333332
2019-07-31,1.0455,-1.56,1.0564,1.071925,1.0667366666666669,1.0151266666666667
2019-08-01,1.0315,-1.34,1.05394,1.069625,1.06762,1.0164433333333334
2019-08-02,1.0234,-0.79,1.04989,1.065535,1.0679833333333335,1.0181966666666666
2019-08-05,1.0017,-2.12,1.04367,1.06135,1.0670466666666667,1.0187866666666667
2019-08-06,1.0122,1.05,1.0402900000000002,1.05732,1.06647,1.019425
2019-08-07,1.0041,-0.8,1.03607,1.052745,1.06573,1.0200883333333333
2019-08-08,1.0234,1.92,1.03275,1.049725,1.0644433333333334,1.0201616666666669
2019-08-09,1.0095,-1.36,1.0280200000000002,1.0453100000000002,1.0625766666666667,1.01977
2019-08-12,1.0363,2.65,1.0249700000000002,1.042705,1.05999,1.02033
2019-08-13,1.034,-0.22,1.02216,1.0405650000000002,1.0571033333333333,1.0212583333333334
2019-08-14,1.0577,2.29,1.02338,1.0398900000000002,1.0557433333333337,1.0223933333333333
2019-08-15,1.0541,-0.34,1.02564,1.03979,1.0549633333333337,1.0236333333333334
2019-08-16,1.0709,1.59,1.03039,1.04014,1.0538200000000002,1.0257116666666666
2019-08-19,1.085,1.32,1.03872,1.041195,1.0538066666666668,1.0278216666666666
2019-08-20,1.0975,1.15,1.04725,1.04377,1.0539633333333334,1.030035
2019-08-21,1.0879,-0.87,1.05563,1.0458500000000002,1.0537066666666666,1.0319616666666669
2019-08-22,1.1091,1.95,1.0642,1.0484750000000005,1.05455,1.034165
2019-08-23,1.1102,0.1,1.07427,1.051145,1.0549633333333337,1.0364866666666666
2019-08-26,1.09,-1.82,1.07964,1.052305,1.0550166666666667,1.0386833333333334
2019-08-27,1.1114,1.96,1.08738,1.05477,1.05617,1.04137
2019-08-28,1.1148,0.31,1.09309,1.058235,1.0576233333333334,1.0445166666666668
2019-08-29,1.1244,0.86,1.10012,1.06288,1.0599,1.04783
2019-08-30,1.1445,1.79,1.10748,1.0689350000000002,1.0625866666666668,1.0516583333333334
2019-09-02,1.1494,0.43,1.1139199999999998,1.0763200000000002,1.0654366666666666,1.055281666666667
2019-09-03,1.1412,-0.71,1.11829,1.08277,1.06861,1.0579616666666667
2019-09-04,1.1272,-1.23,1.12222,1.088925,1.0713066666666669,1.0605883333333332
2019-09-05,1.1317,0.4,1.12448,1.09434,1.0738100000000002,1.0633533333333334
2019-09-06,1.1332,0.13,1.12678,1.100525,1.0763566666666666,1.0663233333333333
2019-09-09,1.1342,0.09,1.1312,1.10542,1.0786033333333334,1.069415
2019-09-10,1.1303,-0.34,1.13309,1.110235,1.080876666666667,1.0724383333333334
2019-09-11,1.0854,-3.97,1.13015,1.1116199999999998,1.0822066666666668,1.0744716666666667
2019-09-12,1.1038,1.7,1.1280899999999998,1.114105,1.0846166666666666,1.0761183333333333
2019-09-16,1.099,-0.43,1.1235399999999998,1.11551,1.0871366666666666,1.07756
2019-09-17,1.0978,-0.11,1.11838,1.11615,1.09034,1.0786933333333335
2019-09-18,1.1351,3.4,1.11777,1.11803,1.0944366666666667,1.0804533333333333
2019-09-19,1.1379,0.25,1.11884,1.12053,1.0988966666666669,1.0823133333333332
2019-09-20,1.1459,0.7,1.12026,1.12237,1.10298,1.0837116666666666
2019-09-23,1.1326,-1.16,1.1202,1.12349,1.1070833333333332,1.08483
2019-09-24,1.1543,1.92,1.1222100000000002,1.1267049999999998,1.1110166666666668,1.0855033333333333
2019-09-25,1.1503,-0.35,1.1242100000000002,1.12865,1.1148933333333335,1.0859983333333334
2019-09-26,1.1368,-1.17,1.12935,1.12975,1.11753,1.0866366666666667
2019-09-27,1.1323,-0.4,1.1322,1.130145,1.1201366666666668,1.08755
2019-09-30,1.1177,-1.29,1.13407,1.128805,1.1216966666666666,1.0877583333333334
2019-10-08,1.1316,1.24,1.13745,1.127915,1.12325,1.088528333333333
2019-10-09,1.1215,-0.89,1.1360899999999998,1.1269300000000002,1.12405,1.089006666666667
2019-10-10,1.1207,-0.07,1.13437,1.126605,1.1251433333333334,1.089425
2019-10-11,1.1243,0.32,1.1322100000000002,1.126235,1.12565,1.0901
2019-10-14,1.125,0.06,1.13145,1.125825,1.1261433333333335,1.0905533333333333
2019-10-15,1.1416,1.48,1.13018,1.1261949999999998,1.1278633333333334,1.09144
2019-10-16,1.1235,-1.59,1.1275,1.125855,1.1282666666666663,1.092218333333333
2019-10-17,1.1242,0.06,1.12624,1.127795,1.12858,1.0931016666666666
2019-10-18,1.1043,-1.77,1.12344,1.12782,1.1279100000000002,1.093905
2019-10-21,1.1074,0.28,1.12241,1.12824,1.1266733333333334,1.09463
2019-10-22,1.1108,0.31,1.12033,1.12889,1.1253866666666668,1.095411666666667
2019-10-23,1.0918,-1.71,1.11736,1.126725,1.12374,1.096175
2019-10-24,1.0746,-1.58,1.11275,1.12356,1.121986666666667,1.0966466666666668
2019-10-25,1.0929,1.7,1.10961,1.12091,1.120693333333333,1.0972516666666663
2019-10-28,1.1165,2.16,1.10876,1.120105,1.1201366666666666,1.0982466666666668
2019-10-29,1.1249,0.75,1.10709,1.118635,1.1198266666666667,1.099215
2019-10-30,1.117,-0.7,1.10644,1.11697,1.1193833333333332,1.10013
2019-10-31,1.117,0.0,1.10572,1.11598,1.1204366666666667,1.1013216666666668
2019-11-01,1.1328,1.41,1.1085699999999998,1.116005,1.1214033333333333,1.10301
2019-11-04,1.1427,0.87,1.1121,1.117255,1.12286,1.1049983333333333
2019-11-05,1.147,0.38,1.11572,1.118025,1.1245,1.10742
2019-11-06,1.138,-0.78,1.12034,1.11885,1.124596666666667,1.1095166666666667
2019-11-07,1.1467,0.76,1.12755,1.12015,1.1248900000000002,1.1118933333333336
2019-11-08,1.1529,0.54,1.13355,1.1215800000000002,1.1251233333333333,1.1140516666666664
2019-11-11,1.1414,-1.0,1.13604,1.1224,1.1254166666666667,1.11625
2019-11-12,1.1481,0.59,1.13836,1.1227250000000002,1.12521,1.1181133333333333
2019-11-13,1.1618,1.19,1.14284,1.12464,1.1255933333333334,1.1202433333333337
2019-11-14,1.1733,0.99,1.14847,1.127095,1.12681,1.12217
2019-11-15,1.1699,-0.29,1.15218,1.130375,1.1280633333333332,1.1241
2019-11-18,1.1737,0.32,1.15528,1.13369,1.12993,1.125813333333333
2019-11-19,1.1839,0.87,1.15897,1.137345,1.1316733333333333,1.1274616666666666
2019-11-20,1.1863,0.2,1.1638,1.14207,1.1338333333333332,1.1289416666666667
2019-11-21,1.1835,-0.24,1.16748,1.1475149999999998,1.1359266666666668,1.1305349999999998
2019-11-22,1.1538,-2.51,1.16757,1.15056,1.13691,1.13128
2019-11-25,1.1503,-0.3,1.16846,1.15225,1.1377533333333332,1.1319483333333331
2019-11-26,1.1605,0.89,1.1697,1.15403,1.1383833333333333,1.1331233333333337
2019-11-27,1.1632,0.23,1.16984,1.15634,1.1397066666666666,1.1339866666666667
2019-11-28,1.1605,-0.23,1.1685599999999998,1.158515,1.1409166666666666,1.1347483333333337
2019-11-29,1.1332,-2.35,1.16489,1.158535,1.14188,1.1348950000000002
2019-12-02,1.1312,-0.18,1.16064,1.15796,1.1426733333333334,1.1346733333333332
2019-12-03,1.1284,-0.25,1.15509,1.15703,1.1432600000000002,1.1343233333333334
2019-12-04,1.1343,0.52,1.14989,1.156845,1.1446766666666666,1.1342083333333333
2019-12-05,1.1353,0.09,1.14507,1.1562750000000002,1.1466999999999998,1.1343433333333333
2019-12-06,1.1589,2.08,1.1455800000000005,1.156575,1.1489,1.134796666666667
2019-12-09,1.1523,-0.57,1.14578,1.15712,1.1500933333333334,1.135115
2019-12-10,1.1521,-0.02,1.14494,1.15732,1.151,1.1354133333333332
2019-12-11,1.142,-0.88,1.14282,1.15633,1.1518333333333333,1.135608333333333
2019-12-12,1.1378,-0.37,1.14055,1.154555,1.1525266666666667,1.1364816666666668
2019-12-13,1.1586,1.83,1.14309,1.1539899999999998,1.1533866666666668,1.1373950000000002
2019-12-16,1.1494,-0.79,1.14491,1.152775,1.15361,1.138235
2019-12-17,1.1582,0.77,1.14789,1.15149,1.1539833333333331,1.1392416666666665
2019-12-18,1.163,0.41,1.15076,1.150325,1.1548166666666666,1.1397066666666666
2019-12-19,1.1539,-0.78,1.15262,1.148845,1.1550566666666666,1.1399733333333333
2019-12-20,1.1503,-0.31,1.15176,1.14867,1.15497,1.1400466666666669
2019-12-23,1.1392,-0.97,1.1504499999999998,1.1481150000000002,1.1548966666666665,1.1401566666666667
2019-12-24,1.1463,0.62,1.14987,1.147405,1.1548366666666667,1.1400233333333332
2019-12-25,1.133,-1.16,1.14897,1.145895,1.1538766666666664,1.1397349999999995
2019-12-26,1.1439,0.96,1.14958,1.145065,1.152896666666667,1.1398533333333334
2019-12-27,1.1531,0.8,1.1490300000000002,1.14606,1.1523366666666668,1.1402
2019-12-30,1.1907,3.26,1.1531600000000002,1.149035,1.1529033333333334,1.1414166666666667
2019-12-31,1.1912,0.04,1.15646,1.152175,1.1531466666666668,1.14241
2020-01-02,1.1822,-0.76,1.15838,1.15457,1.15301,1.1434216666666666
2020-01-03,1.1692,-1.1,1.15991,1.156265,1.1525333333333334,1.14423
2020-01-06,1.1606,-0.74,1.16094,1.15635,1.1527600000000002,1.144835
2020-01-07,1.1738,1.14,1.1644,1.157425,1.1535433333333336,1.1456483333333334
2020-01-08,1.1709,-0.25,1.1668600000000002,1.158365,1.15389,1.1461366666666666
2020-01-09,1.1954,2.09,1.1731,1.161035,1.1549633333333331,1.1473350000000002
2020-01-10,1.2228,2.29,1.18099,1.165285,1.1570399999999998,1.1489783333333332
2020-01-13,1.2371,1.17,1.1893900000000002,1.16921,1.1605033333333334,1.1511916666666666
2020-01-14,1.2181,-1.54,1.19213,1.172645,1.1634,1.1530366666666665
2020-01-15,1.2255,0.61,1.19556,1.17601,1.1666366666666663,1.1549483333333332
2020-01-16,1.2289,0.28,1.20023,1.1793049999999998,1.16979,1.1572333333333336
2020-01-17,1.233,0.33,1.20661,1.18326,1.1730466666666668,1.159873333333333
2020-01-20,1.2262,-0.55,1.21317,1.1870550000000002,1.17529,1.162095
2020-01-21,1.193,-2.71,1.2150900000000002,1.1897449999999998,1.1766466666666668,1.16337
2020-01-22,1.1976,0.39,1.21776,1.19231,1.1781633333333332,1.1645816666666666
2020-01-23,1.1551,-3.55,1.21373,1.193415,1.1786,1.1652166666666666
2020-02-03,1.0513,-8.99,1.1965800000000002,1.188785,1.1757166666666663,1.1641216666666665
2020-02-04,1.0465,-0.46,1.17752,1.183455,1.17198,1.1626833333333335
2020-02-05,1.0571,1.01,1.16142,1.176775,1.1689033333333332,1.1612566666666666
2020-02-06,1.0686,1.09,1.14573,1.170645,1.165916666666667,1.1599499999999998
2020-02-07,1.08,1.07,1.1308399999999998,1.165535,1.16315,1.1589833333333333
2020-02-10,1.0861,0.56,1.11615,1.16138,1.16089,1.1579733333333333
2020-02-11,1.1092,2.13,1.1044500000000002,1.15881,1.15952,1.157245
2020-02-12,1.1124,0.29,1.09639,1.1557400000000002,1.1586266666666667,1.156761666666667
2020-02-13,1.1029,-0.85,1.08692,1.15234,1.15718,1.1560083333333333
2020-02-14,1.0999,-0.27,1.0814,1.147565,1.1560766666666669,1.1549766666666668
2020-02-17,1.1114,1.05,1.0874099999999998,1.141995,1.154993333333333,1.153945
2020-02-18,1.1085,-0.26,1.09361,1.1355650000000002,1.1535066666666665,1.1529216666666668
2020-02-19,1.1224,1.25,1.10014,1.13078,1.1512300000000002,1.1520666666666666
2020-02-20,1.1609,3.43,1.1093700000000002,1.12755,1.15022,1.1516833333333334
2020-02-21,1.1563,-0.4,1.117,1.12392,1.1493566666666668,1.1511833333333332
2020-02-24,1.1381,-1.57,1.1222,1.119175,1.1483199999999998,1.1504266666666667
2020-02-25,1.1296,-0.75,1.12424,1.114345,1.1472866666666666,1.1500233333333334
2020-02-26,1.1163,-1.18,1.1246300000000002,1.11051,1.14537,1.1494566666666666
2020-02-27,1.1298,1.21,1.12732,1.10712,1.144,1.148945
2020-02-28,1.0827,-4.17,1.1256,1.1035,1.1402433333333335,1.1476033333333333
2020-03-02,1.1103,2.55,1.12549,1.1064500000000002,1.1364933333333336,1.1467666666666667
2020-03-03,1.1201,0.88,1.1266500000000002,1.11013,1.1325933333333331,1.146548333333333
2020-03-04,1.1301,0.89,1.12742,1.11378,1.12966,1.14653
2020-03-05,1.1866,5.0,1.1299899999999998,1.1196800000000002,1.1283633333333334,1.1475000000000002
2020-03-06,1.1624,-2.04,1.1305999999999998,1.1238,1.1261466666666666,1.1479683333333337
2020-03-09,1.1186,-3.77,1.12865,1.125425,1.1223333333333334,1.14769
2020-03-10,1.1496,2.77,1.13065,1.127445,1.11978,1.1475350000000002
2020-03-11,1.1459,-0.32,1.1336100000000002,1.12912,1.11821,1.1474283333333335
2020-03-12,1.1195,-2.3,1.13258,1.12995,1.1156066666666669,1.1468850000000002
2020-03-13,1.0993,-1.8,1.13424,1.1299199999999998,1.1137466666666669,1.1461733333333337
2020-03-16,1.0562,-3.92,1.12883,1.12716,1.1139100000000002,1.1448133333333332
2020-03-17,1.0348,-2.03,1.1203,1.123475,1.11352,1.14275
2020-03-18,1.0081,-2.58,1.1081,1.11776,1.1118866666666667,1.140395
2020-03-19,0.9754,-3.24,1.08698,1.108485,1.10878,1.1373483333333334
2020-03-20,1.0053,3.07,1.07127,1.1009350000000002,1.10629,1.13472
2020-03-23,0.9757,-2.94,1.05698,1.092815,1.10261,1.13175
2020-03-24,1.0184,4.38,1.04386,1.087255,1.0995833333333331,1.1295516666666667
2020-03-25,1.0484,2.95,1.03411,1.08386,1.0974499999999998,1.1280383333333333
2020-03-26,1.0503,0.18,1.02719,1.0798850000000002,1.0956966666666663,1.1264383333333334
2020-03-27,1.0734,2.2,1.0246,1.07942,1.0948133333333334,1.125445
2020-03-30,1.0593,-1.31,1.02491,1.07687,1.0930766666666665,1.124035
2020-03-31,1.0756,1.54,1.0289899999999998,1.074645,1.09198,1.1227433333333332
2020-04-01,1.0668,-0.82,1.03486,1.07148,1.090126666666667,1.1206783333333334
2020-04-02,1.0787,1.12,1.04519,1.066085,1.0873866666666667,1.1188033333333331
2020-04-03,1.0748,-0.36,1.05214,1.061705,1.08467,1.1170133333333332
2020-04-07,1.1024,2.57,1.06481,1.060895,1.08348,1.1159
2020-04-08,1.0994,-0.27,1.0729099999999998,1.058385,1.0824733333333332,1.11488
2020-04-09,1.1107,1.03,1.07914,1.056625,1.0822866666666668,1.1138283333333332
2020-04-10,1.121,0.93,1.08621,1.0567,1.0819933333333334,1.1129966666666669
2020-04-13,1.1202,-0.07,1.09089,1.0577450000000002,1.0832433333333331,1.1117433333333333
2020-04-14,1.1336,1.2,1.09832,1.0616150000000002,1.08402,1.110256666666667
2020-04-15,1.1276,-0.53,1.10352,1.066255,1.08427,1.1084316666666667
2020-04-16,1.1187,-0.79,1.10871,1.071785,1.08389,1.106775
2020-04-17,1.1307,1.07,1.1139100000000002,1.07955,1.0820266666666667,1.105195
2020-04-20,1.1419,0.99,1.1206200000000002,1.08638,1.081343333333333,1.103745
2020-04-21,1.1174,-2.15,1.12212,1.093465,1.0813033333333333,1.1018183333333331
2020-04-22,1.1487,2.8,1.12705,1.09998,1.0812733333333333,1.1005266666666669
2020-04-23,1.1511,0.21,1.13109,1.105115,1.081446666666667,1.0998283333333334
2020-04-24,1.1701,1.65,1.136,1.1111049999999998,1.0831333333333333,1.0993700000000002
2020-04-27,1.1599,-0.87,1.13997,1.11543,1.0851533333333334,1.09945
2020-04-28,1.19,2.6,1.14561,1.121965,1.089613333333333,1.1017616666666668
2020-04-29,1.1765,-1.13,1.1505,1.1270099999999998,1.0943366666666667,1.1039283333333332
2020-04-30,1.1834,0.59,1.15697,1.13284,1.1001800000000002,1.1060333333333334
2020-05-06,1.1961,1.07,1.16351,1.13871,1.1075366666666668,1.1081583333333334
2020-05-07,1.2107,1.22,1.1703899999999998,1.145505,1.1143833333333333,1.1103366666666663
2020-05-08,1.2237,1.07,1.18102,1.15157,1.12265,1.11263
2020-05-11,1.229,0.43,1.18905,1.15805,1.12967,1.1146266666666669
2020-05-12,1.2347,0.46,1.19741,1.16425,1.13588,1.1166650000000002
2020-05-13,1.2714,2.97,1.20754,1.17177,1.14325,1.119473333333333
2020-05-14,1.2729,0.12,1.21884,1.179405,1.1499,1.1223566666666664
2020-05-15,1.2579,-1.18,1.2256300000000002,1.18562,1.15652,1.1247983333333336
2020-05-18,1.2907,2.61,1.23705,1.193775,1.16369,1.127835
2020-05-19,1.301,0.8,1.2488100000000002,1.20289,1.1714966666666666,1.1308116666666663
2020-05-20,1.2893,-0.9,1.25813,1.21082,1.1785166666666669,1.1329516666666668
2020-05-21,1.2991,0.76,1.2669700000000002,1.21868,1.1859933333333332,1.1353316666666666
2020-05-22,1.2581,-3.16,1.2704099999999998,1.225715,1.1911833333333337,1.1373316666666669
2020-05-25,1.2828,1.96,1.27579,1.23242,1.1972966666666665,1.1398849999999998
2020-05-26,1.3,1.34,1.28232,1.239865,1.2036066666666667,1.1429466666666668
2020-05-27,1.2929,-0.55,1.28447,1.246005,1.2093366666666665,1.145665
2020-05-28,1.3067,1.07,1.2878500000000002,1.253345,1.2155533333333333,1.1493983333333333
2020-05-29,1.3279,1.62,1.2948499999999998,1.26024,1.22203,1.153025
2020-06-01,1.3602,2.43,1.3018,1.269425,1.2297833333333337,1.1570266666666669
2020-06-02,1.3365,-1.74,1.30535,1.27708,1.2370433333333333,1.1604666666666663
2020-06-03,1.3328,-0.28,1.3097,1.283915,1.24378,1.1629033333333332
